LGA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
LGA17310,2314,29,0,0,29,3,2342,42,113,0,0,118,0,158,0,9,3,0,16,0,13,0,0,0,0,0,3,7,45,128,3,0,133,3,178,0,0,0,0,0,4,6,2355,155,3,0,159,11,2525,2462,32,0,0,32,3,2499,19,103,4,0,107,0,126,0,10,8,0,14,0,14,0,0,0,0,0,0,0,19,106,9,0,117,0,140,11,0,0,0,0,4,14,2486,141,9,0,154,7,2649,1423,8,0,0,8,3,1437,17,50,3,0,49,0,71,0,0,3,0,3,0,3,0,0,0,0,0,0,0,17,52,3,0,57,0,74,0,0,0,0,0,3,3,1440,61,3,0,68,5,1518,856,4,0,0,4,4,871,7,16,0,0,16,0,30,0,3,3,0,7,0,7,0,0,0,0,3,0,3,7,20,3,0,22,0,31,0,0,0,0,0,3,3,866,23,3,0,32,11,904,1048,12,0,0
LGA17350,266,0,0,0,0,4,269,3,6,0,0,6,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,0,0,12,0,12,0,0,0,0,0,0,0,272,10,0,0,10,4,288,292,3,0,0,3,0,289,3,12,0,0,12,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,4,3,13,0,0,13,0,12,0,0,0,0,0,0,0,297,14,0,0,14,0,311,162,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,169,111,3,0,0,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,3,118,132,0,0,0
LGA17400,153,6,0,0,6,0,153,3,9,0,0,9,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,11,0,0,11,0,13,0,0,0,0,0,5,5,158,17,0,0,17,5,175,211,0,0,0,0,0,211,0,4,0,0,4,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,7,0,0,7,0,9,0,0,0,0,0,0,0,216,3,0,0,3,0,216,136,3,0,0,3,0,140,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,141,4,0,0,4,0,140,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,95,111,3,0,0
LGA17420,4506,286,3,3,285,3,4802,493,3056,82,10,3156,0,3649,8,178,68,0,245,0,258,3,10,0,3,12,0,12,502,3249,150,15,3418,0,3916,3,4,0,0,4,4,17,5010,3533,153,15,3710,11,8730,5988,292,5,7,304,3,6297,443,3375,89,11,3475,3,3919,4,199,99,3,298,0,303,3,18,0,0,15,0,19,454,3583,192,12,3788,3,4246,3,6,0,0,6,0,13,6446,3881,194,22,4096,7,10555,3602,159,0,3,160,5,3775,208,1718,49,4,1780,0,1989,4,89,44,0,135,0,139,0,13,0,0,13,0,13,217,1824,90,4,1925,0,2138,5,3,0,0,3,3,9,3823,1991,96,8,2089,9,5924,2368,110,0,3,110,0,2482,151,995,46,3,1051,0,1198,3,60,35,0,94,0,100,0,7,0,0,9,0,9,155,1062,88,3,1152,0,1307,7,0,0,0,0,4,7,2522,1172,85,3,1265,4,3794,3096,119,0,0
LGA17550,3078,69,3,7,73,4,3157,133,167,3,0,172,0,306,4,7,4,0,7,0,12,3,0,0,0,0,0,3,138,173,11,0,184,0,322,6,0,0,0,0,5,16,3222,241,10,7,255,12,3489,3262,47,0,3,50,9,3318,132,147,3,3,154,0,280,6,7,3,0,11,0,14,0,0,0,0,0,0,0,134,154,4,4,162,0,298,14,0,0,0,0,8,13,3413,205,4,4,216,11,3636,1811,25,0,3,30,0,1839,55,56,0,4,60,0,114,0,4,4,0,4,0,10,0,0,0,0,0,0,0,53,61,3,4,66,0,119,4,0,0,0,0,6,6,1872,85,3,4,91,3,1971,1178,28,0,0,25,0,1209,36,37,3,0,36,0,71,0,0,0,0,0,0,3,0,0,0,0,0,0,0,38,37,3,0,35,0,79,3,0,0,0,0,0,8,1224,60,3,0,60,3,1290,1541,27,0,0
LGA17620,591,10,0,0,10,0,598,11,26,0,0,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,4,0,29,0,46,3,0,0,0,0,0,3,604,33,4,0,38,0,646,700,3,0,0,3,3,707,12,11,0,0,11,0,20,0,3,7,0,5,0,5,0,0,0,0,0,0,0,12,18,7,0,23,0,30,0,0,0,0,0,0,0,711,20,7,0,27,6,736,422,0,0,0,0,0,423,3,9,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,12,0,11,0,0,0,0,0,0,0,425,9,0,0,8,9,443,228,0,0,0,0,0,230,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,232,10,0,0,10,0,238,280,3,0,0
LGA17640,322,3,0,0,3,0,330,8,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,10,0,0,0,0,0,0,0,331,8,0,0,8,0,340,300,5,0,0,5,0,304,3,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,8,0,0,0,0,0,3,3,303,11,0,0,11,3,315,231,0,0,0,0,0,230,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,10,0,0,0,0,0,5,5,232,5,0,0,5,5,238,120,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,3,0,0,3,0,123,152,0,0,0
LGA17650,230,0,0,0,0,0,230,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,234,0,0,0,0,0,234,262,4,0,0,9,5,278,5,3,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,0,10,0,0,0,0,0,0,0,270,4,3,0,8,5,280,157,11,0,0,11,0,167,8,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,5,0,9,0,0,0,0,0,0,0,165,14,0,0,14,0,178,99,3,0,0,3,0,98,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,100,10,0,0,10,0,106,107,3,0,0
LGA17750,2560,44,0,0,44,0,2607,52,264,4,0,273,0,324,0,27,30,0,60,0,60,0,3,0,0,3,0,5,52,302,41,0,335,0,390,0,0,0,0,0,3,3,2616,341,41,0,383,9,3000,2629,31,0,0,31,10,2667,46,274,12,0,281,0,327,0,14,23,0,44,0,45,0,4,0,0,4,0,5,48,291,36,0,328,0,372,3,0,0,0,0,0,4,2685,325,36,0,363,10,3050,1442,9,0,0,9,3,1455,10,128,8,0,133,0,148,0,9,17,0,22,0,22,0,0,0,0,0,0,0,10,130,19,0,150,0,163,5,3,0,0,3,0,7,1461,143,19,0,164,3,1625,996,9,0,0,9,0,1005,10,63,0,0,63,0,75,0,9,7,0,18,0,18,0,0,0,0,0,0,0,10,74,7,0,83,0,99,5,0,0,0,0,0,4,1009,83,7,0,95,3,1108,1205,8,0,0
LGA17850,123,4,0,0,4,0,127,3,9,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,11,0,0,0,0,0,0,0,129,5,0,0,5,3,141,122,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,122,0,0,0,0,3,128,55,0,0,0,0,0,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,57,0,0,0,0,0,59,41,0,0,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,39,0,0,0,0,0,44,60,0,0,0
LGA17900,184,6,0,0,6,0,185,5,14,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,13,0,22,0,0,0,0,0,4,4,190,15,0,0,19,5,208,222,3,0,0,3,0,223,11,12,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,12,0,20,0,0,0,0,0,3,3,231,12,0,0,12,3,245,114,0,0,0,0,0,115,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,3,3,115,3,0,0,3,3,122,32,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,3,0,35,36,0,0,0
LGA17950,131,0,0,0,0,0,135,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,3,0,0,0,0,0,3,144,0,0,0,0,0,143,127,3,0,0,3,0,126,5,3,0,0,3,0,9,0,4,0,0,4,0,4,0,0,0,0,0,0,0,5,6,0,0,6,0,11,3,0,0,0,0,0,0,127,10,0,0,10,0,137,61,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,65,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,22,22,0,0,0
LGA18020,291,0,0,0,0,0,299,7,9,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,10,0,15,0,0,0,0,0,0,0,303,5,0,0,8,0,312,339,3,0,0,3,7,346,5,4,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,16,0,0,0,0,0,0,0,349,7,0,0,7,7,365,204,0,0,0,0,0,207,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,3,206,4,0,0,4,0,208,119,4,0,0,4,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,4,122,5,0,0,5,3,132,147,8,0,0
LGA18050,2357,167,6,0,171,0,2535,268,528,9,0,541,3,813,0,8,0,0,9,0,13,0,0,0,0,0,0,8,271,547,11,0,558,3,827,9,0,0,0,0,0,5,2639,709,19,0,725,8,3366,2047,104,6,0,111,0,2156,208,378,13,3,395,0,605,0,14,4,0,20,0,19,0,0,0,0,0,0,0,210,389,15,3,411,0,620,3,0,0,0,0,0,9,2264,499,17,3,523,6,2789,1012,36,0,0,36,0,1048,89,172,6,0,171,0,267,0,3,0,0,3,0,3,5,0,0,0,0,0,5,94,174,6,0,177,0,268,0,0,0,0,0,0,5,1104,203,6,0,206,3,1316,612,15,0,0,15,0,630,44,86,0,0,89,0,133,0,8,3,0,7,0,7,0,0,0,0,0,0,3,42,91,7,0,97,0,142,0,0,0,0,0,0,0,654,109,7,0,115,0,771,747,21,0,0
LGA18100,138,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,3,0,0,3,0,142,144,0,0,0,0,4,153,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,150,4,0,0,4,4,157,87,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,94,51,0,0,0,0,0,51,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,49,0,0,0,0,0,49,58,0,0,0
LGA18200,280,4,0,0,4,0,284,10,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,11,0,0,0,0,0,0,3,285,10,0,0,10,0,301,290,3,0,0,3,0,290,5,6,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0,11,0,0,0,0,0,0,0,295,6,0,0,6,0,303,166,7,0,0,7,0,165,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,163,8,0,0,8,0,175,94,0,0,0,0,0,91,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,92,3,0,0,3,0,95,122,0,0,0
LGA18230,2041,25,0,0,25,3,2066,37,161,0,0,165,0,201,0,16,3,0,14,0,15,0,0,0,0,0,0,0,36,177,6,0,179,0,218,6,0,0,0,0,0,6,2083,196,6,0,200,3,2286,2040,16,0,0,16,0,2053,30,125,3,0,123,0,153,0,14,0,0,9,0,9,0,0,0,0,0,0,0,30,138,3,0,142,0,171,6,0,0,0,0,0,5,2077,147,3,0,153,0,2230,1128,5,0,0,5,0,1136,23,49,0,0,57,0,77,0,3,0,0,7,0,7,0,0,0,0,0,0,0,23,55,4,0,58,0,82,0,0,0,0,0,0,0,1154,63,4,0,65,0,1221,679,10,0,0,10,0,686,14,34,0,0,40,0,53,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,36,3,0,38,0,56,3,0,0,0,0,0,3,700,43,3,0,51,0,747,865,3,0,0
LGA18250,2033,109,0,0,110,0,2148,347,1407,59,6,1477,0,1826,3,139,78,0,214,0,224,0,4,0,0,4,0,6,352,1553,136,12,1695,0,2050,3,3,0,0,3,0,9,2395,1668,136,9,1815,0,4206,2381,102,0,0,103,0,2482,294,1259,73,0,1332,4,1637,4,113,64,0,183,0,183,0,3,0,0,3,0,5,300,1376,139,0,1519,4,1824,3,0,0,0,0,7,7,2687,1482,139,0,1623,5,4317,1317,31,0,0,33,0,1354,121,499,32,0,531,0,649,0,53,35,0,90,0,92,3,0,0,0,0,0,5,125,556,64,0,621,0,747,3,0,0,0,0,0,4,1445,587,64,0,661,0,2103,704,27,0,0,24,0,732,62,238,17,0,260,0,328,0,22,29,0,51,0,51,0,0,0,0,3,0,3,62,263,53,0,313,0,378,0,0,3,0,3,0,5,768,289,53,0,342,0,1118,964,32,3,0
LGA18350,1597,37,0,0,38,5,1647,68,93,0,0,93,0,165,7,11,0,0,13,0,12,0,0,0,4,3,0,3,70,103,0,4,110,0,181,4,0,0,0,0,3,5,1672,143,3,4,147,6,1832,1959,40,0,0,40,10,2009,72,78,0,0,78,0,151,3,7,0,0,7,0,6,0,4,0,0,4,0,4,77,86,0,0,85,0,161,5,0,0,0,0,7,13,2037,124,0,0,125,19,2182,1103,32,0,0,32,3,1138,32,45,0,0,42,0,81,0,3,0,0,3,0,3,0,0,0,0,0,0,0,32,48,0,0,49,0,87,0,0,0,0,0,7,4,1138,81,5,0,79,11,1228,717,11,0,0,16,3,736,20,30,3,0,33,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,3,0,36,0,53,0,0,0,0,0,3,3,744,43,4,0,50,3,794,877,19,0,0
LGA18400,2356,71,0,0,71,10,2433,97,96,0,0,98,0,193,0,4,6,0,12,0,12,0,0,0,3,3,0,3,96,103,11,3,114,0,208,5,0,0,0,0,4,6,2452,177,11,3,190,10,2654,2655,77,0,0,77,6,2737,80,125,3,0,124,0,209,0,8,7,0,10,0,12,3,0,0,0,0,3,9,84,132,7,0,140,3,223,5,0,0,0,0,0,10,2745,210,7,0,215,9,2974,1535,40,0,0,40,4,1584,32,61,4,0,63,0,102,9,3,4,0,6,0,8,0,0,0,0,0,0,0,41,63,5,0,72,0,112,5,0,0,0,0,0,12,1583,103,5,0,108,7,1700,1015,28,0,0,28,0,1048,24,34,3,0,37,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,34,3,0,38,0,63,4,0,0,0,0,0,3,1043,58,3,0,66,4,1114,1204,24,0,0
LGA18450,6925,312,16,5,328,3,7256,379,1221,69,3,1289,0,1670,4,169,90,3,266,0,272,3,3,0,4,9,0,13,386,1393,159,13,1566,0,1951,12,0,3,0,3,15,26,7319,1704,174,15,1895,22,9240,7129,284,6,0,291,5,7425,361,1275,46,7,1325,0,1689,4,126,107,0,232,0,235,3,7,0,3,10,0,10,367,1402,152,9,1562,0,1932,3,4,0,0,4,12,21,7500,1691,161,10,1859,22,9381,4076,141,6,0,148,3,4230,168,612,29,0,639,0,807,3,46,60,0,102,0,108,0,0,0,5,5,0,3,170,653,90,4,748,0,917,3,3,0,0,3,10,16,4251,799,93,6,898,11,5163,2585,72,0,0,80,3,2662,128,335,24,0,358,0,486,0,22,43,0,68,0,66,0,0,0,3,3,0,3,128,362,66,3,428,0,558,4,0,0,0,0,3,11,2717,441,66,0,510,5,3231,3353,111,3,3
LGA18500,1646,101,0,0,100,0,1750,195,273,7,0,280,0,475,3,6,3,0,10,0,14,3,0,0,0,0,0,4,202,281,7,0,289,0,487,0,0,0,0,0,0,0,1850,378,7,0,389,0,2237,1644,80,0,0,80,0,1727,139,311,10,0,320,0,461,0,6,8,0,18,0,17,6,0,0,0,0,0,6,144,318,14,0,336,0,476,3,0,0,0,0,0,4,1788,403,14,0,422,3,2209,881,33,0,3,36,0,918,78,131,7,0,136,0,216,0,3,3,0,9,0,9,3,0,0,0,0,0,6,80,139,7,0,149,0,227,0,3,0,0,3,0,3,966,169,7,3,186,0,1150,558,20,0,0,20,0,578,32,92,0,0,94,0,128,0,0,4,0,7,0,7,0,0,0,0,0,0,4,36,100,6,0,105,0,135,0,0,0,0,0,0,0,595,118,6,0,122,0,715,716,24,0,0
LGA18710,729,13,0,3,15,0,745,18,26,0,0,26,0,44,4,0,0,0,0,0,3,0,0,0,0,0,0,0,21,29,0,0,29,0,47,0,0,0,0,0,3,5,751,43,0,3,46,8,806,888,7,0,0,9,0,900,9,14,0,0,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,14,0,31,3,0,0,0,0,7,9,900,21,0,0,23,7,933,517,7,0,0,7,0,523,11,13,0,0,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,13,0,20,3,0,0,0,0,0,0,527,21,0,0,21,3,553,312,5,0,0,5,3,324,5,9,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,15,0,0,0,0,0,0,0,324,12,0,0,12,3,340,417,4,0,0
LGA19399,43,4,0,0,4,0,43,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,49,4,0,0,4,0,47,49,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,4,0,52,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,5,0,0,0
